DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2016-12,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-01,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-02,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-03,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-04,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-05,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-06,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-07,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-08,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-09,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-10,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-11,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2017-12,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-01,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-02,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-03,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-04,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-05,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-06,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-08,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-09,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-10,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-11,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2018-12,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-01,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-02,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-03,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-04,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-05,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-06,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-07,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-08,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-09,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-10,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-11,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2019-12,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-01,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-02,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-03,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-04,0.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-05,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-06,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-08,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-09,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-10,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-11,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2020-12,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-01,1.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-02,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-03,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-04,2.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-05,1.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-06,1.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-07,1.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-08,2.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-09,1.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-10,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-11,0.9,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2021-12,-1.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-01,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-02,-0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-03,2.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-04,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-05,1.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-06,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-07,0.9,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-08,0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-09,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-10,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-11,1.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2022-12,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2023-01,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2023-02,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,NO,2023-03,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-02,-0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-03,0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-04,-1.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-05,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-06,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-08,-0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-09,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-10,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-11,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2000-12,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-01,-1.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-02,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-03,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-04,1.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-05,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-06,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-07,0.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-08,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-09,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-10,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-11,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2001-12,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-01,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-02,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-03,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-04,1.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-05,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-06,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-08,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-09,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-10,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-11,-0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2002-12,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-01,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-02,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-03,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-04,1.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-05,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-06,-0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-07,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-08,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-09,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-10,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-11,-0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2003-12,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-01,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-02,0.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-03,2.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-04,2.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-05,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-06,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-07,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-08,-0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-09,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-10,1.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-11,-0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2004-12,-0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-01,-0.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-02,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-03,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-04,1.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-05,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-06,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-07,1.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-08,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-09,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-10,0.9,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-11,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2005-12,-0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-01,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-02,0.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-03,0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-04,2.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-05,0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-06,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-08,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-09,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-10,0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-11,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2006-12,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-01,0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-02,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-03,0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-04,1.9,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-05,1.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-06,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-07,0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-08,-0.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-09,-0.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-10,0.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-11,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2007-12,0.0,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-01,0.5,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-02,1.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-03,0.8,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-04,2.1,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-05,1.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-06,1.2,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-07,1.4,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-08,-0.7,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-09,-1.6,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-10,-0.3,
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTI,CPA_F41001_X_410014,NSA,PCH_PRE,PT,2008-11,-1.6,
