price,floor_area,beds,baths,property_type,floor_area_unit,price_sq_mt
350000.0,152.0,4.0,2.0,Detached,m²,2303.0
240000.0,1044.0,3.0,3.0,Semi-D,m²,230.0
167000.0,56.0,2.0,1.0,Apartment,m²,2982.0
475000.0,135.0,3.0,2.0,Detached,m²,3519.0
220000.0,81.0,2.0,2.0,Detached,m²,2716.0
1035000.0,313.0,5.0,3.0,Detached,m²,3307.0
1700000.0,370.0,5.0,4.0,Detached,m²,4595.0
525000.0,366.0,5.0,4.0,Detached,m²,1434.0
325000.0,129.0,2.0,2.0,Detached,m²,2519.0
285000.0,98.0,3.0,2.0,Semi-D,m²,2908.0
199000.0,90.0,3.0,2.0,Semi-D,m²,2211.0
395000.0,161.0,4.0,2.0,Detached,m²,2453.0
269000.0,94.0,4.0,3.0,Detached,m²,2862.0
230000.0,75.0,2.0,1.0,Semi-D,m²,3067.0
225000.0,104.0,3.0,3.0,Semi-D,m²,2163.0
195000.0,850.0,2.0,1.0,Apartment,m²,229.0
785000.0,201.0,4.0,3.0,Detached,m²,3905.0
320000.0,85.0,3.0,2.0,Semi-D,m²,3765.0
235000.0,58.0,2.0,1.0,Apartment,m²,4052.0
297000.0,69.0,2.0,2.0,Apartment,m²,4304.0
349000.0,119.0,4.0,3.0,Semi-D,m²,2933.0
475000.0,203.0,5.0,3.0,Detached,m²,2340.0
224000.0,62.0,2.0,1.0,Apartment,m²,3613.0
250000.0,120.0,4.0,3.0,Semi-D,m²,2083.0
365000.0,164.0,4.0,2.0,Detached,m²,2226.0
210000.0,92.0,2.0,2.0,Semi-D,m²,2283.0
550000.0,79.0,2.0,2.0,Apartment,m²,6962.0
918000.0,185.0,4.0,3.0,Semi-D,m²,4962.0
525000.0,68.0,1.0,1.0,Apartment,m²,7721.0
425000.0,136.0,4.0,3.0,Semi-D,m²,3125.0
245000.0,88.0,3.0,3.0,Apartment,m²,2784.0
299000.0,102.0,3.0,2.0,Detached,m²,2931.0
130000.0,55.0,2.0,1.0,Detached,m²,2364.0
159500.0,85.0,3.0,3.0,Semi-D,m²,1876.0
225000.0,73.0,2.0,2.0,Apartment,m²,3082.0
1195000.0,183.0,5.0,2.0,Semi-D,m²,6530.0
200000.0,86.0,3.0,3.0,Semi-D,m²,2326.0
395000.0,80.0,3.0,1.0,Semi-D,m²,4938.0
695000.0,192.0,5.0,3.0,Detached,m²,3620.0
150000.0,114.0,4.0,2.0,Semi-D,m²,1316.0
55000.0,112.0,2.0,1.0,Detached,m²,491.0
275000.0,168.0,4.0,3.0,Detached,m²,1637.0
380000.0,98.0,3.0,3.0,Semi-D,m²,3878.0
470000.0,119.0,3.0,3.0,Semi-D,m²,3950.0
795000.0,125.0,4.0,2.0,Semi-D,m²,6360.0
1595000.0,209.0,6.0,2.0,Detached,m²,7632.0
695000.0,102.0,3.0,3.0,Apartment,m²,6814.0
320000.0,69.0,2.0,2.0,Apartment,m²,4638.0
319000.0,230.0,4.0,2.0,Detached,m²,1387.0
3950000.0,336.0,5.0,3.0,Semi-D,m²,11756.0
349000.0,170.0,4.0,2.0,Detached,m²,2053.0
1600000.0,230.0,5.0,5.0,Detached,m²,6957.0
335000.0,112.0,3.0,1.0,Semi-D,m²,2991.0
290000.0,67.0,2.0,1.0,Apartment,m²,4328.0
385000.0,265.0,4.0,3.0,Detached,m²,1453.0
185000.0,160.0,3.0,2.0,Detached,m²,1156.0
875000.0,191.0,5.0,4.0,Detached,m²,4581.0
320000.0,436.0,6.0,5.0,Detached,m²,734.0
475000.0,61.0,2.0,1.0,Apartment,m²,7787.0
545000.0,131.0,3.0,3.0,Semi-D,m²,4160.0
295000.0,69.0,2.0,2.0,Apartment,m²,4275.0
559950.0,80.0,3.0,1.0,Semi-D,m²,6999.0
320000.0,104.0,3.0,2.0,Semi-D,m²,3077.0
239000.0,107.0,3.0,2.0,Semi-D,m²,2234.0
570000.0,170.0,5.0,4.0,Detached,m²,3353.0
155000.0,59.0,1.0,1.0,Detached,m²,2627.0
435000.0,65.0,2.0,2.0,Apartment,m²,6692.0
215000.0,70.0,2.0,2.0,Apartment,m²,3071.0
235000.0,123.0,4.0,3.0,Detached,m²,1911.0
950000.0,192.0,4.0,3.0,Semi-D,m²,4948.0
195000.0,105.0,3.0,3.0,Semi-D,m²,1857.0
185000.0,55.0,2.0,1.0,Semi-D,m²,3364.0
225000.0,113.0,3.0,3.0,Detached,m²,1991.0
395000.0,105.0,3.0,2.0,Semi-D,m²,3762.0
150000.0,112.0,3.0,3.0,Semi-D,m²,1339.0
295000.0,115.0,4.0,3.0,Semi-D,m²,2565.0
320000.0,65.0,2.0,1.0,Apartment,m²,4923.0
205000.0,55.0,2.0,1.0,Apartment,m²,3727.0
295000.0,115.0,4.0,3.0,Semi-D,m²,2565.0
355000.0,124.0,4.0,2.0,Detached,m²,2863.0
275000.0,110.0,3.0,1.0,Detached,m²,2500.0
395000.0,120.0,4.0,3.0,Semi-D,m²,3292.0
895000.0,195.0,5.0,5.0,Detached,m²,4590.0
420000.0,130.0,4.0,3.0,Detached,m²,3231.0
235000.0,112.0,4.0,2.0,Detached,m²,2098.0
185000.0,111.0,3.0,3.0,Semi-D,m²,1667.0
239000.0,110.0,3.0,2.0,Detached,m²,2173.0
325000.0,173.0,5.0,3.0,Detached,m²,1879.0
360000.0,79.0,1.0,1.0,Semi-D,m²,4557.0
1500000.0,245.0,5.0,4.0,Semi-D,m²,6122.0
295000.0,220.0,5.0,3.0,Detached,m²,1341.0
375000.0,91.0,3.0,1.0,Semi-D,m²,4121.0
298000.0,113.0,3.0,3.0,Semi-D,m²,2637.0
280000.0,79.0,3.0,2.0,Semi-D,m²,3544.0
369000.0,69.0,2.0,2.0,Apartment,m²,5348.0
375000.0,153.0,4.0,3.0,Detached,m²,2451.0
175000.0,134.0,2.0,1.0,Detached,m²,1306.0
600000.0,170.0,5.0,4.0,Detached,m²,3529.0
295000.0,84.0,3.0,2.0,Semi-D,m²,3512.0
259950.0,130.0,4.0,3.0,Semi-D,m²,2000.0
720000.0,130.0,3.0,2.0,Semi-D,m²,5538.0
145000.0,64.0,2.0,2.0,Apartment,m²,2266.0
160000.0,116.0,2.0,2.0,Apartment,m²,1379.0
140000.0,150.0,4.0,2.0,Detached,m²,933.0
295000.0,180.0,5.0,4.0,Detached,m²,1639.0
995000.0,130.0,4.0,1.0,Semi-D,m²,7654.0
400000.0,53.0,2.0,1.0,Semi-D,m²,7547.0
295000.0,130.0,4.0,2.0,Semi-D,m²,2269.0
425000.0,150.0,5.0,2.0,Semi-D,m²,2833.0
230000.0,75.0,2.0,2.0,Apartment,m²,3067.0
470000.0,110.0,3.0,2.0,Semi-D,m²,4273.0
270000.0,96.0,3.0,2.0,Semi-D,m²,2812.0
450000.0,67.0,2.0,2.0,Apartment,m²,6716.0
240000.0,50.0,1.0,1.0,Apartment,m²,4800.0
205000.0,120.0,4.0,2.0,Semi-D,m²,1708.0
435000.0,90.0,3.0,1.0,Semi-D,m²,4833.0
475000.0,148.0,4.0,3.0,Detached,m²,3209.0
230000.0,78.0,2.0,1.0,Apartment,m²,2949.0
595000.0,285.0,5.0,3.0,Detached,m²,2088.0
160000.0,62.0,3.0,1.0,Detached,m²,2581.0
2950000.0,590.0,7.0,6.0,Semi-D,m²,5000.0
795000.0,196.0,5.0,4.0,Detached,m²,4056.0
195000.0,77.0,2.0,2.0,Apartment,m²,2532.0
350000.0,75.0,3.0,1.0,Semi-D,m²,4667.0
315000.0,95.0,3.0,1.0,Semi-D,m²,3316.0
295000.0,72.0,2.0,1.0,Detached,m²,4097.0
350000.0,134.0,4.0,3.0,Semi-D,m²,2612.0
225000.0,105.0,3.0,3.0,Semi-D,m²,2143.0
595000.0,80.0,2.0,1.0,Detached,m²,7438.0
195000.0,119.0,4.0,3.0,Semi-D,m²,1639.0
140000.0,132.0,4.0,1.0,Detached,m²,1061.0
450000.0,163.0,4.0,2.0,Detached,m²,2761.0
245000.0,111.0,4.0,1.0,Detached,m²,2207.0
645000.0,167.0,4.0,3.0,Detached,m²,3862.0
795000.0,148.0,4.0,2.0,Detached,m²,5372.0
475000.0,82.0,2.0,2.0,Apartment,m²,5793.0
367500.0,174.0,4.0,4.0,Detached,m²,2112.0
410000.0,117.0,3.0,3.0,Semi-D,m²,3504.0
325000.0,108.0,4.0,3.0,Semi-D,m²,3009.0
115000.0,89.0,3.0,1.0,Detached,m²,1292.0
395000.0,134.0,3.0,3.0,Semi-D,m²,2948.0
250000.0,214.0,5.0,2.0,Detached,m²,1168.0
325000.0,65.0,2.0,1.0,Apartment,m²,5000.0
325000.0,69.0,2.0,1.0,Apartment,m²,4710.0
179000.0,80.0,2.0,2.0,Apartment,m²,2238.0
450000.0,65.0,2.0,1.0,Apartment,m²,6923.0
285000.0,180.0,4.0,4.0,Detached,m²,1583.0
275000.0,150.0,3.0,2.0,Detached,m²,1833.0
795000.0,192.0,6.0,5.0,Detached,m²,4141.0
320000.0,436.0,6.0,5.0,Detached,m²,734.0
590000.0,255.0,5.0,3.0,Detached,m²,2314.0
185000.0,87.0,2.0,1.0,Apartment,m²,2126.0
337750.0,76.0,2.0,2.0,Apartment,m²,4444.0
240000.0,123.0,4.0,1.0,Detached,m²,1951.0
695000.0,191.0,4.0,4.0,Detached,m²,3639.0
240000.0,79.0,2.0,2.0,Apartment,m²,3038.0
325000.0,80.0,3.0,2.0,Detached,m²,4062.0
825000.0,151.0,3.0,2.0,Detached,m²,5464.0
585000.0,80.0,2.0,2.0,Apartment,m²,7312.0
525000.0,290.0,5.0,3.0,Detached,m²,1810.0
365000.0,129.0,4.0,3.0,Semi-D,m²,2829.0
225000.0,121.0,3.0,1.0,Detached,m²,1860.0
2950000.0,390.0,6.0,4.0,Semi-D,m²,7564.0
365000.0,86.0,3.0,2.0,Semi-D,m²,4244.0
215000.0,90.0,3.0,2.0,Semi-D,m²,2389.0
425000.0,83.0,2.0,2.0,Apartment,m²,5120.0
175000.0,140.0,3.0,2.0,Detached,m²,1250.0
875000.0,96.0,2.0,2.0,Apartment,m²,9115.0
295000.0,77.0,3.0,1.0,Semi-D,m²,3831.0
280000.0,66.0,2.0,1.0,Semi-D,m²,4242.0
125000.0,61.0,2.0,1.0,Apartment,m²,2049.0
385000.0,113.0,3.0,2.0,Detached,m²,3407.0
65000.0,93.0,2.0,1.0,Detached,m²,699.0
195000.0,150.0,4.0,3.0,Semi-D,m²,1300.0
785000.0,120.0,3.0,1.0,Detached,m²,6542.0
420000.0,107.0,4.0,1.0,Detached,m²,3925.0
260000.0,66.0,2.0,2.0,Apartment,m²,3939.0
166000.0,71.0,2.0,2.0,Apartment,m²,2338.0
375000.0,142.0,4.0,3.0,Semi-D,m²,2641.0
199000.0,94.0,3.0,2.0,Apartment,m²,2117.0
285000.0,85.0,2.0,2.0,Apartment,m²,3353.0
325000.0,120.0,6.0,3.0,Detached,m²,2708.0
295000.0,64.0,2.0,1.0,Apartment,m²,4609.0
1245000.0,195.0,5.0,3.0,Semi-D,m²,6385.0
250000.0,76.0,2.0,1.0,Apartment,m²,3289.0
170000.0,83.0,3.0,1.0,Detached,m²,2048.0
890000.0,204.0,3.0,4.0,Detached,m²,4363.0
365000.0,141.0,4.0,3.0,Semi-D,m²,2589.0
795000.0,301.0,5.0,4.0,Detached,m²,2641.0
425000.0,92.0,3.0,1.0,Semi-D,m²,4620.0
405000.0,110.0,3.0,3.0,Semi-D,m²,3682.0
1170000.0,178.0,5.0,3.0,Semi-D,m²,6573.0
520000.0,152.0,4.0,5.0,Semi-D,m²,3421.0
425000.0,105.0,3.0,1.0,Semi-D,m²,4048.0
350000.0,114.0,3.0,1.0,Detached,m²,3070.0
255000.0,85.0,2.0,1.0,Semi-D,m²,3000.0
225000.0,130.0,3.0,3.0,Detached,m²,1731.0
429000.0,161.0,3.0,3.0,Detached,m²,2665.0
290000.0,137.0,3.0,2.0,Detached,m²,2117.0
349000.0,100.0,3.0,2.0,Detached,m²,3490.0
475000.0,136.0,4.0,3.0,Detached,m²,3493.0
325000.0,80.0,3.0,2.0,Detached,m²,4062.0
400000.0,116.0,3.0,3.0,Semi-D,m²,3448.0
250000.0,31.0,1.0,1.0,Detached,m²,8065.0
220000.0,74.0,2.0,2.0,Apartment,m²,2973.0
450000.0,191.0,4.0,2.0,Detached,m²,2356.0
480000.0,163.0,3.0,2.0,Detached,m²,2945.0
495000.0,169.0,3.0,3.0,Detached,m²,2929.0
200000.0,159.0,4.0,1.0,Detached,m²,1258.0
725000.0,122.0,4.0,2.0,Semi-D,m²,5943.0
260000.0,87.0,3.0,1.0,Semi-D,m²,2989.0
400000.0,118.0,3.0,3.0,Semi-D,m²,3390.0
450000.0,264.0,4.0,4.0,Detached,m²,1705.0
249000.0,78.0,2.0,2.0,Apartment,m²,3192.0
295000.0,101.0,3.0,2.0,Apartment,m²,2921.0
650000.0,306.0,6.0,7.0,Detached,m²,2124.0
330000.0,127.0,4.0,3.0,Semi-D,m²,2598.0
400000.0,122.0,3.0,3.0,Semi-D,m²,3279.0
345000.0,70.0,2.0,1.0,Apartment,m²,4929.0
640000.0,240.0,5.0,6.0,Detached,m²,2667.0
350000.0,91.0,3.0,2.0,Semi-D,m²,3846.0
520000.0,72.0,2.0,2.0,Apartment,m²,7222.0
2850000.0,305.0,5.0,2.0,Detached,m²,9344.0
980000.0,168.0,4.0,2.0,Detached,m²,5833.0
235000.0,96.0,3.0,3.0,Semi-D,m²,2448.0
470000.0,1460.0,3.0,3.0,Semi-D,m²,322.0
375000.0,130.0,3.0,2.0,Detached,m²,2885.0
265000.0,121.0,3.0,1.0,Detached,m²,2190.0
190000.0,48.0,2.0,1.0,Apartment,m²,3958.0
345000.0,93.0,4.0,3.0,Semi-D,m²,3710.0
1100000.0,167.0,5.0,4.0,Detached,m²,6587.0
395000.0,106.0,3.0,2.0,Semi-D,m²,3726.0
1150000.0,139.0,4.0,2.0,Detached,m²,8273.0
645000.0,119.0,4.0,2.0,Semi-D,m²,5420.0
585000.0,269.0,6.0,4.0,Detached,m²,2175.0
335000.0,150.0,4.0,3.0,Semi-D,m²,2233.0
1950000.0,236.0,4.0,3.0,Detached,m²,8263.0
225000.0,40.0,1.0,1.0,Apartment,m²,5625.0
1150000.0,163.0,5.0,3.0,Detached,m²,7055.0
240000.0,69.0,3.0,1.0,Semi-D,m²,3478.0
249000.0,156.0,4.0,1.0,Detached,m²,1596.0
340000.0,149.0,4.0,3.0,Detached,m²,2282.0
395000.0,162.0,4.0,3.0,Detached,m²,2438.0
220000.0,76.0,3.0,1.0,Semi-D,m²,2895.0
350000.0,80.0,3.0,1.0,Semi-D,m²,4375.0
210000.0,87.0,3.0,3.0,Semi-D,m²,2414.0
585000.0,269.0,6.0,4.0,Detached,m²,2175.0
2495000.0,656.0,5.0,5.0,Detached,m²,3803.0
675000.0,148.0,4.0,4.0,Semi-D,m²,4561.0
295000.0,69.0,2.0,2.0,Apartment,m²,4275.0
295000.0,164.0,4.0,1.0,Detached,m²,1799.0
475000.0,158.0,3.0,3.0,Detached,m²,3006.0
890000.0,385.0,4.0,4.0,Detached,m²,2312.0
179000.0,95.0,3.0,1.0,Detached,m²,1884.0
300000.0,38.0,1.0,1.0,Apartment,m²,7895.0
350000.0,124.0,3.0,2.0,Semi-D,m²,2823.0
950000.0,118.0,4.0,2.0,Semi-D,m²,8051.0
825000.0,154.0,4.0,2.0,Semi-D,m²,5357.0
255000.0,118.0,5.0,2.0,Detached,m²,2161.0
455000.0,212.0,5.0,3.0,Detached,m²,2146.0
395000.0,233.0,5.0,4.0,Detached,m²,1695.0
140000.0,116.0,4.0,3.0,Detached,m²,1207.0
195000.0,72.0,3.0,1.0,Detached,m²,2708.0
395000.0,197.0,6.0,4.0,Detached,m²,2005.0
395000.0,110.0,3.0,3.0,Semi-D,m²,3591.0
237500.0,92.0,3.0,2.0,Detached,m²,2582.0
209000.0,111.0,3.0,2.0,Semi-D,m²,1883.0
395000.0,238.0,4.0,3.0,Detached,m²,1660.0
350000.0,56.0,1.0,1.0,Apartment,m²,6250.0
750000.0,180.0,4.0,3.0,Detached,m²,4167.0
975000.0,196.0,4.0,3.0,Detached,m²,4974.0
250000.0,114.0,4.0,2.0,Semi-D,m²,2193.0
595000.0,95.0,3.0,3.0,Semi-D,m²,6263.0
695000.0,139.0,3.0,1.0,Detached,m²,5000.0
675000.0,137.0,4.0,4.0,Detached,m²,4927.0
475000.0,81.0,3.0,1.0,Semi-D,m²,5864.0
1100000.0,427.0,5.0,6.0,Detached,m²,2576.0
495000.0,93.0,3.0,2.0,Semi-D,m²,5323.0
125000.0,98.0,3.0,2.0,Semi-D,m²,1276.0
350000.0,84.0,2.0,2.0,Apartment,m²,4167.0
90000.0,98.0,3.0,2.0,Semi-D,m²,918.0
950000.0,143.0,4.0,1.0,Semi-D,m²,6643.0
395000.0,11.0,3.0,2.0,Semi-D,m²,35909.0
175000.0,195.0,4.0,3.0,Detached,m²,897.0
65000.0,54.0,2.0,1.0,Detached,m²,1204.0
155000.0,147.0,3.0,3.0,Semi-D,m²,1054.0
325000.0,47.0,1.0,1.0,Apartment,m²,6915.0
445000.0,119.0,3.0,2.0,Semi-D,m²,3739.0
350000.0,118.0,4.0,2.0,Detached,m²,2966.0
495000.0,148.0,5.0,3.0,Detached,m²,3345.0
625000.0,90.0,3.0,2.0,Semi-D,m²,6944.0
275000.0,95.0,3.0,3.0,Semi-D,m²,2895.0
1250000.0,224.0,5.0,3.0,Detached,m²,5580.0
390000.0,277.0,5.0,3.0,Detached,m²,1408.0
425000.0,144.0,4.0,3.0,Semi-D,m²,2951.0
125000.0,98.0,3.0,2.0,Semi-D,m²,1276.0
90000.0,98.0,3.0,2.0,Semi-D,m²,918.0
699000.0,124.0,3.0,2.0,Semi-D,m²,5637.0
380000.0,115.0,3.0,3.0,Semi-D,m²,3304.0
295000.0,40.0,1.0,1.0,Apartment,m²,7375.0
99000.0,88.0,2.0,1.0,Semi-D,m²,1125.0
395000.0,112.0,3.0,3.0,Semi-D,m²,3527.0
399995.0,115.0,4.0,2.0,Semi-D,m²,3478.0
290000.0,62.0,2.0,1.0,Apartment,m²,4677.0
230000.0,107.0,2.0,1.0,Detached,m²,2150.0
149000.0,43.0,1.0,1.0,Apartment,m²,3465.0
270000.0,105.0,4.0,2.0,Detached,m²,2571.0
235000.0,133.0,4.0,3.0,Semi-D,m²,1767.0
280000.0,127.0,3.0,3.0,Semi-D,m²,2205.0
360000.0,192.0,4.0,1.0,Detached,m²,1875.0
150000.0,71.0,3.0,3.0,Detached,m²,2113.0
339000.0,122.0,4.0,2.0,Semi-D,m²,2779.0
169000.0,79.0,3.0,1.0,Detached,m²,2139.0
599000.0,228.0,5.0,5.0,Semi-D,m²,2627.0
275000.0,200.0,5.0,3.0,Detached,m²,1375.0
315000.0,138.0,4.0,3.0,Semi-D,m²,2283.0
219500.0,100.0,3.0,2.0,Semi-D,m²,2195.0
410000.0,191.0,4.0,3.0,Detached,m²,2147.0
380000.0,188.0,4.0,2.0,Detached,m²,2021.0
160000.0,61.0,2.0,2.0,Apartment,m²,2623.0
1950000.0,300.0,6.0,4.0,Detached,m²,6500.0
1950000.0,246.0,4.0,3.0,Detached,m²,7927.0
349000.0,207.0,4.0,5.0,Detached,m²,1686.0
445000.0,220.0,4.0,2.0,Detached,m²,2023.0
169000.0,113.0,3.0,4.0,Apartment,m²,1496.0
360000.0,130.0,3.0,3.0,Detached,m²,2769.0
335000.0,125.0,4.0,3.0,Semi-D,m²,2680.0
300000.0,118.0,3.0,3.0,Semi-D,m²,2542.0
275000.0,130.0,5.0,3.0,Detached,m²,2115.0
685000.0,97.0,4.0,2.0,Semi-D,m²,7062.0
350000.0,121.0,2.0,3.0,Detached,m²,2893.0
435000.0,300.0,4.0,5.0,Detached,m²,1450.0
279000.0,85.0,2.0,2.0,Apartment,m²,3282.0
440000.0,173.0,4.0,2.0,Detached,m²,2543.0
500000.0,333.0,4.0,2.0,Detached,m²,1502.0
750000.0,286.0,4.0,4.0,Detached,m²,2622.0
85000.0,50.0,1.0,1.0,Detached,m²,1700.0
275000.0,168.0,3.0,1.0,Detached,m²,1637.0
180000.0,150.0,3.0,3.0,Detached,m²,1200.0
120000.0,98.0,3.0,3.0,Semi-D,m²,1224.0
725000.0,137.0,4.0,3.0,Detached,m²,5292.0
320000.0,107.0,3.0,1.0,Detached,m²,2991.0
395000.0,122.0,3.0,2.0,Detached,m²,3238.0
189000.0,107.0,3.0,1.0,Detached,m²,1766.0
585000.0,195.0,4.0,3.0,Detached,m²,3000.0
595000.0,163.0,4.0,3.0,Detached,m²,3650.0
250000.0,109.0,3.0,3.0,Semi-D,m²,2294.0
1250000.0,216.0,5.0,3.0,Detached,m²,5787.0
525000.0,52.0,1.0,1.0,Apartment,m²,10096.0
595000.0,76.0,2.0,2.0,Apartment,m²,7829.0
260000.0,69.0,2.0,2.0,Apartment,m²,3768.0
185000.0,119.0,3.0,1.0,Detached,m²,1555.0
435000.0,150.0,4.0,4.0,Semi-D,m²,2900.0
390000.0,107.0,3.0,3.0,Semi-D,m²,3645.0
560000.0,227.0,5.0,4.0,Detached,m²,2467.0
229000.0,150.0,4.0,4.0,Detached,m²,1527.0
225000.0,95.0,3.0,3.0,Semi-D,m²,2368.0
875000.0,173.0,6.0,4.0,Detached,m²,5058.0
180000.0,100.0,3.0,2.0,Semi-D,m²,1800.0
430000.0,151.0,4.0,3.0,Detached,m²,2848.0
480000.0,71.0,2.0,2.0,Apartment,m²,6761.0
395000.0,214.0,5.0,3.0,Detached,m²,1846.0
225000.0,113.0,3.0,1.0,Semi-D,m²,1991.0
850000.0,200.0,4.0,4.0,Semi-D,m²,4250.0
315000.0,142.0,4.0,2.0,Detached,m²,2218.0
400000.0,104.0,3.0,2.0,Semi-D,m²,3846.0
875000.0,300.0,4.0,4.0,Detached,m²,2917.0
95000.0,88.0,3.0,1.0,Detached,m²,1080.0
375000.0,58.0,2.0,2.0,Apartment,m²,6466.0
395000.0,162.0,5.0,4.0,Detached,m²,2438.0
325000.0,184.0,4.0,2.0,Detached,m²,1766.0
275000.0,66.0,2.0,2.0,Apartment,m²,4167.0
395000.0,127.0,4.0,2.0,Semi-D,m²,3110.0
595000.0,215.0,4.0,3.0,Detached,m²,2767.0
380000.0,96.0,3.0,2.0,Semi-D,m²,3958.0
330000.0,129.0,3.0,2.0,Semi-D,m²,2558.0
240000.0,118.0,3.0,3.0,Semi-D,m²,2034.0
190000.0,74.0,2.0,1.0,Apartment,m²,2568.0
275000.0,56.0,2.0,1.0,Apartment,m²,4911.0
525000.0,97.0,3.0,1.0,Semi-D,m²,5412.0
185000.0,79.0,2.0,2.0,Apartment,m²,2342.0
205000.0,92.0,3.0,2.0,Semi-D,m²,2228.0
1300000.0,257.0,4.0,4.0,Detached,m²,5058.0
299950.0,165.0,4.0,2.0,Detached,m²,1818.0
320000.0,178.0,5.0,3.0,Semi-D,m²,1798.0
1150000.0,260.0,5.0,2.0,Detached,m²,4423.0
265000.0,106.0,4.0,3.0,Semi-D,m²,2500.0
130000.0,60.0,3.0,1.0,Detached,m²,2167.0
280000.0,42.0,1.0,1.0,Apartment,m²,6667.0
335000.0,168.0,4.0,3.0,Detached,m²,1994.0
235000.0,84.0,3.0,2.0,Semi-D,m²,2798.0
795000.0,135.0,4.0,2.0,Semi-D,m²,5889.0
255000.0,83.0,2.0,2.0,Apartment,m²,3072.0
395000.0,90.0,2.0,2.0,Apartment,m²,4389.0
475000.0,220.0,5.0,3.0,Detached,m²,2159.0
280000.0,100.0,3.0,2.0,Semi-D,m²,2800.0
649000.0,300.0,5.0,6.0,Detached,m²,2163.0
149000.0,80.0,3.0,1.0,Detached,m²,1862.0
250000.0,111.0,3.0,2.0,Semi-D,m²,2252.0
1895000.0,362.0,5.0,4.0,Detached,m²,5235.0
110000.0,87.0,3.0,2.0,Detached,m²,1264.0
645000.0,145.0,3.0,3.0,Semi-D,m²,4448.0
795000.0,136.0,4.0,2.0,Detached,m²,5846.0
295000.0,82.0,3.0,2.0,Detached,m²,3598.0
600000.0,110.0,3.0,1.0,Semi-D,m²,5455.0
310000.0,133.0,4.0,3.0,Detached,m²,2331.0
475000.0,227.0,5.0,3.0,Detached,m²,2093.0
325000.0,160.0,3.0,3.0,Detached,m²,2031.0
570000.0,204.0,4.0,4.0,Detached,m²,2794.0
575000.0,60.0,2.0,1.0,Apartment,m²,9583.0
495000.0,224.0,4.0,3.0,Detached,m²,2210.0
325000.0,90.0,2.0,2.0,Apartment,m²,3611.0
230000.0,113.0,4.0,2.0,Semi-D,m²,2035.0
245000.0,60.0,2.0,2.0,Apartment,m²,4083.0
465000.0,207.0,5.0,4.0,Detached,m²,2246.0
1250000.0,199.0,5.0,3.0,Detached,m²,6281.0
345000.0,147.0,4.0,3.0,Semi-D,m²,2347.0
225000.0,92.0,3.0,2.0,Semi-D,m²,2446.0
250000.0,109.0,3.0,3.0,Semi-D,m²,2294.0
445000.0,224.0,4.0,3.0,Detached,m²,1987.0
385500.0,170.0,3.0,3.0,Detached,m²,2268.0
365000.0,85.0,2.0,2.0,Apartment,m²,4294.0
445000.0,66.0,3.0,1.0,Semi-D,m²,6742.0
495000.0,220.0,4.0,3.0,Detached,m²,2250.0
190000.0,90.0,2.0,1.0,Detached,m²,2111.0
320000.0,125.0,5.0,2.0,Semi-D,m²,2560.0
650000.0,265.0,4.0,3.0,Detached,m²,2453.0
539000.0,270.0,5.0,3.0,Detached,m²,1996.0
195000.0,118.0,2.0,2.0,Detached,m²,1653.0
529950.0,82.0,3.0,1.0,Semi-D,m²,6463.0
195000.0,60.0,2.0,1.0,Apartment,m²,3250.0
160000.0,63.0,2.0,1.0,Apartment,m²,2540.0
210000.0,90.0,2.0,1.0,Apartment,m²,2333.0
265000.0,101.0,3.0,1.0,Detached,m²,2624.0
594950.0,151.0,4.0,2.0,Semi-D,m²,3940.0
525000.0,257.0,5.0,4.0,Detached,m²,2043.0
170000.0,52.0,1.0,1.0,Apartment,m²,3269.0
275000.0,165.0,4.0,1.0,Semi-D,m²,1667.0
235000.0,46.0,2.0,1.0,Apartment,m²,5109.0
325000.0,80.0,3.0,2.0,Semi-D,m²,4062.0
149000.0,102.0,3.0,2.0,Apartment,m²,1461.0
625000.0,175.0,4.0,3.0,Detached,m²,3571.0
330000.0,118.0,3.0,3.0,Semi-D,m²,2797.0
495000.0,101.0,3.0,2.0,Semi-D,m²,4901.0
239950.0,115.0,4.0,3.0,Semi-D,m²,2087.0
250000.0,94.0,3.0,2.0,Apartment,m²,2660.0
250000.0,973.0,2.0,2.0,Apartment,m²,257.0
290000.0,127.0,3.0,3.0,Semi-D,m²,2283.0
299000.0,123.0,4.0,1.0,Detached,m²,2431.0
360000.0,130.0,4.0,3.0,Semi-D,m²,2769.0
215000.0,125.0,4.0,3.0,Semi-D,m²,1720.0
415000.0,155.0,4.0,3.0,Detached,m²,2677.0
339950.0,175.0,5.0,3.0,Detached,m²,1943.0
230000.0,66.0,2.0,2.0,Apartment,m²,3485.0
595000.0,100.0,3.0,1.0,Semi-D,m²,5950.0
500000.0,158.0,4.0,3.0,Detached,m²,3165.0
425000.0,74.0,2.0,2.0,Apartment,m²,5743.0
595000.0,120.0,4.0,2.0,Semi-D,m²,4958.0
595000.0,280.0,5.0,7.0,Detached,m²,2125.0
175000.0,105.0,3.0,2.0,Semi-D,m²,1667.0
1450000.0,330.0,5.0,4.0,Detached,m²,4394.0
1350000.0,232.0,4.0,4.0,Apartment,m²,5819.0
380000.0,120.0,3.0,2.0,Detached,m²,3167.0
119950.0,58.0,2.0,1.0,Apartment,m²,2068.0
495000.0,59.0,2.0,1.0,Semi-D,m²,8390.0
425000.0,80.0,2.0,2.0,Apartment,m²,5312.0
