month,country,residential_price_index,perc_change_prev,perc_change_yoy
2006-10-01,FI,85.1,0.7,5.1
2006-10-01,IE,119.4,-0.4,9.7
2006-10-01,LT,84.9,0.4,10.1
2006-10-01,NL,86.6,0.6,4.0
2006-10-01,NO,72.7,1.3,4.8
2006-10-01,PL,89.7,0.4,2.0
2006-10-01,PT,87.9,0.7,2.7
2006-11-01,AT,81.8,0.4,6.0
2006-11-01,ES,86.8,-0.3,7.6
2006-11-01,FI,85.4,0.4,5.2
2006-11-01,IE,119.9,0.4,8.5
2006-11-01,LT,85.5,0.7,10.6
2006-11-01,NL,86.5,-0.1,4.0
2006-11-01,NO,73.7,1.4,5.3
2006-11-01,PL,90.0,0.3,2.5
2006-11-01,PT,87.7,-0.2,2.7
2006-12-01,AT,81.7,-0.1,5.8
2006-12-01,ES,86.5,-0.3,6.9
2006-12-01,FI,85.6,0.2,5.0
2006-12-01,IE,120.2,0.3,6.7
2006-12-01,LT,87.0,1.8,12.4
2006-12-01,NL,86.5,0.0,4.0
2006-12-01,NO,73.8,0.1,5.4
2006-12-01,PL,90.2,0.2,2.6
2006-12-01,PT,87.6,-0.1,3.3
2007-01-01,AT,82.3,0.7,5.6
2007-01-01,ES,87.7,1.4,5.7
2007-01-01,FI,86.5,1.1,5.5
2007-01-01,IE,120.9,0.6,9.0
2007-01-01,LT,86.3,-0.8,11.1
2007-01-01,NL,88.0,1.7,4.5
2007-01-01,NO,74.5,0.9,6.1
2007-01-01,PL,90.6,0.4,3.2
2007-01-01,PT,87.7,0.1,3.7
2007-02-01,AT,82.8,0.6,6.3
2007-02-01,ES,88.3,0.7,5.9
2007-02-01,FI,86.9,0.5,5.7
2007-02-01,IE,121.7,0.7,8.9
2007-02-01,LT,87.6,1.5,12.5
2007-02-01,NL,88.1,0.1,4.4
2007-02-01,NO,74.8,0.4,6.2
2007-02-01,PL,91.8,1.3,4.3
2007-02-01,PT,87.5,-0.2,3.1
2007-03-01,AT,83.0,0.2,6.0
2007-03-01,ES,89.0,0.8,5.8
2007-03-01,FI,87.2,0.3,5.8
2007-03-01,IE,120.9,-0.7,7.1
2007-03-01,LT,88.7,1.3,13.3
2007-03-01,NL,88.4,0.3,4.7
2007-03-01,NO,75.0,0.3,6.2
2007-03-01,PL,92.5,0.8,5.0
2007-03-01,PT,88.1,0.7,3.0
2007-04-01,AT,83.3,0.4,5.7
2007-04-01,ES,89.9,1.0,6.1
2007-04-01,FI,88.3,1.3,6.6
2007-04-01,IE,120.9,0.0,5.6
2007-04-01,LT,92.6,4.4,15.6
2007-04-01,NL,88.8,0.5,4.7
2007-04-01,NO,76.2,1.6,7.6
2007-04-01,PL,93.5,1.1,6.1
2007-04-01,PT,89.8,1.9,2.9
2007-05-01,AT,84.4,1.3,5.4
2007-05-01,ES,90.3,0.4,5.4
2007-05-01,FI,88.6,0.3,6.6
2007-05-01,IE,119.6,-1.1,3.4
2007-05-01,LT,93.4,0.9,16.0
2007-05-01,NL,88.9,0.1,4.7
2007-05-01,NO,76.8,0.8,8.0
2007-05-01,PL,94.3,0.9,6.7
2007-05-01,PT,90.8,1.1,3.8
2007-06-01,AT,84.5,0.1,5.0
2007-06-01,ES,90.3,0.0,5.0
2007-06-01,FI,88.7,0.1,5.8
2007-06-01,IE,118.7,-0.8,1.7
2007-06-01,LT,95.4,2.1,16.8
2007-06-01,NL,89.0,0.1,4.6
2007-06-01,NO,76.9,0.1,7.9
2007-06-01,PL,94.9,0.6,7.2
2007-06-01,PT,90.5,-0.3,3.5
2007-07-01,AT,84.4,-0.1,4.1
2007-07-01,ES,90.1,-0.2,4.4
2007-07-01,FI,89.0,0.3,5.7
2007-07-01,IE,118.3,-0.3,0.1
2007-07-01,LT,96.7,1.4,16.8
2007-07-01,NL,89.5,0.6,4.1
2007-07-01,NO,77.0,0.1,7.7
2007-07-01,PL,95.7,0.8,7.9
2007-07-01,PT,90.8,0.3,3.5
2007-08-01,AT,84.1,-0.4,3.4
2007-08-01,ES,89.9,-0.2,3.8
2007-08-01,FI,89.2,0.2,5.8
2007-08-01,IE,117.9,-0.3,-1.3
2007-08-01,LT,97.9,1.2,17.7
2007-08-01,NL,89.4,-0.1,3.8
2007-08-01,NO,77.4,0.5,7.8
2007-08-01,PL,96.3,0.6,8.2
2007-08-01,PT,90.6,-0.2,3.4
2007-09-01,AT,84.1,0.0,3.2
2007-09-01,ES,89.9,0.0,3.6
2007-09-01,FI,89.7,0.6,6.2
2007-09-01,IE,117.9,0.0,-1.7
2007-09-01,LT,100.0,2.1,18.2
2007-09-01,NL,89.2,-0.2,3.6
2007-09-01,NO,77.6,0.3,8.1
2007-09-01,PL,96.6,0.3,8.2
2007-09-01,PT,90.5,-0.1,3.7
2007-10-01,AT,84.1,0.0,3.2
2007-10-01,ES,91.4,1.7,4.9
2007-10-01,FI,90.3,0.7,6.1
2007-10-01,IE,116.3,-1.4,-2.6
2007-10-01,LT,99.9,-0.1,17.7
2007-10-01,NL,89.3,0.1,3.1
2007-10-01,NO,78.0,0.5,7.3
2007-10-01,PL,97.4,0.8,8.6
2007-10-01,PT,91.0,0.6,3.5
2007-11-01,AT,84.2,0.1,2.9
2007-11-01,ES,89.5,-2.1,3.1
2007-11-01,FI,90.3,0.0,5.7
2007-11-01,IE,115.5,-0.7,-3.7
2007-11-01,LT,101.4,1.5,18.6
2007-11-01,NL,89.2,-0.1,3.1
2007-11-01,NO,79.2,1.5,7.5
2007-11-01,PL,97.7,0.3,8.6
2007-11-01,PT,91.0,0.0,3.8
2007-12-01,AT,84.2,0.0,3.1
2007-12-01,ES,92.0,2.8,6.4
2007-12-01,FI,90.4,0.1,5.6
2007-12-01,IE,115.3,-0.2,-4.1
2007-12-01,LT,102.5,1.1,17.8
2007-12-01,NL,89.3,0.1,3.2
2007-12-01,NO,79.5,0.4,7.7
2007-12-01,PL,98.6,0.9,9.3
2007-12-01,PT,91.0,0.0,3.9
2008-01-01,AT,85.7,1.8,4.1
2008-01-01,ES,90.3,-1.8,3.0
2008-01-01,FI,90.3,-0.1,4.4
2008-01-01,IE,114.8,-0.4,-5.0
2008-01-01,LT,102.2,-0.3,18.4
2008-01-01,NL,91.3,2.2,3.7
2008-01-01,NO,79.8,0.4,7.1
2008-01-01,PL,99.5,0.9,9.8
2008-01-01,PT,91.5,0.5,4.3
2008-02-01,AT,86.1,0.5,4.0
2008-02-01,ES,91.1,0.9,3.2
2008-02-01,FI,90.8,0.6,4.5
2008-02-01,IE,114.4,-0.3,-6.0
2008-02-01,LT,102.9,0.7,17.5
2008-02-01,NL,91.5,0.2,3.9
2008-02-01,NO,80.2,0.5,7.2
2008-02-01,PL,99.8,0.3,8.7
2008-02-01,PT,92.5,1.1,5.7
2008-03-01,AT,86.5,0.5,4.2
2008-03-01,ES,90.8,-0.3,2.0
2008-03-01,FI,91.9,1.2,5.4
2008-03-01,IE,113.8,-0.5,-5.9
2008-03-01,LT,104.7,1.7,18.0
2008-03-01,NL,91.6,0.1,3.6
2008-03-01,NO,80.4,0.2,7.2
2008-03-01,PL,100.7,0.9,8.9
2008-03-01,PT,93.2,0.8,5.8
2008-04-01,AT,86.6,0.1,4.0
2008-04-01,ES,94.0,3.5,4.6
2008-04-01,FI,92.1,0.2,4.3
2008-04-01,IE,111.6,-1.9,-7.7
2008-04-01,LT,104.7,0.0,13.1
2008-04-01,NL,92.6,1.1,4.3
2008-04-01,NO,80.8,0.5,6.0
2008-04-01,PL,101.1,0.4,8.1
2008-04-01,PT,95.2,2.1,6.0
2008-05-01,AT,89.1,2.9,5.6
2008-05-01,ES,94.5,0.5,4.7
2008-05-01,FI,92.4,0.3,4.3
2008-05-01,IE,109.7,-1.7,-8.3
2008-05-01,LT,105.9,1.1,13.4
2008-05-01,NL,92.8,0.2,4.4
2008-05-01,NO,80.9,0.1,5.3
2008-05-01,PL,101.5,0.4,7.6
2008-05-01,PT,96.4,1.3,6.2
2008-06-01,AT,89.4,0.3,5.8
2008-06-01,ES,95.5,1.1,5.8
2008-06-01,FI,92.7,0.3,4.5
2008-06-01,IE,108.2,-1.4,-8.8
2008-06-01,LT,106.9,0.9,12.1
2008-06-01,NL,93.2,0.4,4.7
2008-06-01,NO,81.0,0.1,5.3
2008-06-01,PL,101.8,0.3,7.3
2008-06-01,PT,97.6,1.2,7.8
2008-07-01,AT,89.9,0.6,6.5
2008-07-01,ES,96.2,0.7,6.8
2008-07-01,FI,92.8,0.1,4.3
2008-07-01,IE,108.1,-0.1,-8.6
2008-07-01,LT,106.6,-0.3,10.2
2008-07-01,NL,94.2,1.1,5.3
2008-07-01,NO,81.3,0.4,5.6
2008-07-01,PL,102.1,0.3,6.7
2008-07-01,PT,99.0,1.4,9.0
2008-08-01,AT,90.0,0.1,7.0
2008-08-01,ES,96.8,0.6,7.7
2008-08-01,FI,93.0,0.2,4.3
2008-08-01,IE,107.7,-0.4,-8.7
2008-08-01,LT,107.4,0.8,9.7
2008-08-01,NL,94.2,0.0,5.4
2008-08-01,NO,81.7,0.5,5.6
2008-08-01,PL,102.3,0.2,6.2
2008-08-01,PT,98.3,-0.7,8.5
2008-09-01,AT,89.7,-0.3,6.7
2008-09-01,ES,96.5,-0.3,7.3
2008-09-01,FI,92.9,-0.1,3.6
2008-09-01,IE,107.2,-0.5,-9.1
2008-09-01,LT,105.8,-1.5,5.8
2008-09-01,NL,94.0,-0.2,5.4
2008-09-01,NO,81.7,0.0,5.3
2008-09-01,PL,102.5,0.2,6.1
2008-09-01,PT,96.7,-1.6,6.9
2008-10-01,AT,88.6,-1.2,5.4
2008-10-01,ES,94.8,-1.8,3.7
2008-10-01,FI,93.2,0.3,3.2
2008-10-01,IE,106.7,-0.5,-8.3
2008-10-01,LT,102.6,-3.0,2.7
2008-10-01,NL,93.8,-0.2,5.0
2008-10-01,NO,82.2,0.6,5.4
2008-10-01,PL,102.7,0.2,5.4
2008-10-01,PT,96.4,-0.3,5.9
2008-11-01,AT,88.4,-0.2,5.0
2008-11-01,ES,93.2,-1.7,4.1
2008-11-01,FI,92.5,-0.8,2.4
2008-11-01,IE,106.6,-0.1,-7.7
2008-11-01,LT,102.0,-0.6,0.6
2008-11-01,NL,93.4,-0.4,4.7
2008-11-01,NO,82.7,0.6,4.4
2008-11-01,PL,102.6,-0.1,5.0
2008-11-01,PT,94.9,-1.6,4.3
2008-12-01,AT,88.1,-0.3,4.6
2008-12-01,ES,95.3,2.3,3.6
2008-12-01,FI,91.8,-0.8,1.5
2008-12-01,IE,105.9,-0.7,-8.2
2008-12-01,LT,100.0,-2.0,-2.4
2008-12-01,NL,93.4,0.0,4.6
2008-12-01,NO,82.6,-0.1,3.9
2008-12-01,PL,102.6,0.0,4.1
2008-12-01,PT,94.2,-0.7,3.5
2009-01-01,AT,88.9,0.9,3.7
2009-01-01,ES,95.2,-0.1,5.4
2009-01-01,FI,91.6,-0.2,1.4
2009-01-01,IE,104.5,-1.3,-9.0
2009-01-01,LT,98.3,-1.7,-3.8
2009-01-01,NL,94.1,0.7,3.1
2009-01-01,NO,82.6,0.0,3.5
2009-01-01,PL,102.5,-0.1,3.0
2009-01-01,PT,93.4,-0.8,2.1
2009-02-01,AT,88.3,-0.7,2.6
2009-02-01,ES,95.4,0.2,4.7
2009-02-01,FI,91.5,-0.1,0.8
2009-02-01,IE,103.8,-0.7,-9.3
2009-02-01,LT,94.2,-4.2,-8.5
2009-02-01,NL,94.2,0.1,3.0
2009-02-01,NO,82.7,0.1,3.1
2009-02-01,PL,102.3,-0.2,2.5
2009-02-01,PT,93.0,-0.4,0.5
2009-03-01,AT,87.8,-0.6,1.5
2009-03-01,ES,94.7,-0.7,4.3
2009-03-01,FI,91.9,0.4,0.0
2009-03-01,IE,101.9,-1.8,-10.5
2009-03-01,LT,91.9,-2.4,-12.2
2009-03-01,NL,94.1,-0.1,2.7
2009-03-01,NO,82.7,0.0,2.9
2009-03-01,PL,102.1,-0.2,1.4
2009-03-01,PT,92.4,-0.6,-0.9
2009-04-01,AT,87.5,-0.3,1.0
2009-04-01,ES,95.1,0.4,1.2
2009-04-01,FI,91.5,-0.4,-0.7
2009-04-01,IE,99.3,-2.6,-11.0
2009-04-01,LT,89.9,-2.2,-14.1
2009-04-01,NL,93.5,-0.6,1.0
2009-04-01,NO,82.7,0.0,2.4
2009-04-01,PL,102.0,-0.1,0.9
2009-04-01,PT,92.5,0.1,-2.8
2009-05-01,AT,88.8,1.5,-0.3
2009-05-01,ES,94.9,-0.2,0.4
2009-05-01,FI,91.3,-0.2,-1.2
2009-05-01,IE,97.1,-2.2,-11.5
2009-05-01,LT,89.7,-0.2,-15.3
2009-05-01,NL,93.5,0.0,0.8
2009-05-01,NO,82.7,0.0,2.2
2009-05-01,PL,101.8,-0.2,0.3
2009-05-01,PT,93.3,0.9,-3.2
2009-06-01,AT,88.8,0.0,-0.7
2009-06-01,ES,94.9,0.0,-0.6
2009-06-01,FI,91.1,-0.2,-1.7
2009-06-01,IE,96.9,-0.2,-10.4
2009-06-01,LT,88.5,-1.3,-17.2
2009-06-01,NL,93.4,-0.1,0.2
2009-06-01,NO,82.8,0.1,2.2
2009-06-01,PL,101.7,-0.1,-0.1
2009-06-01,PT,93.4,0.1,-4.3
2009-07-01,AT,88.7,-0.1,-1.3
2009-07-01,ES,94.8,-0.1,-1.5
2009-07-01,FI,91.1,0.0,-1.8
2009-07-01,IE,96.8,-0.1,-10.5
2009-07-01,LT,87.4,-1.2,-18.0
2009-07-01,NL,93.1,-0.3,-1.2
2009-07-01,NO,82.9,0.1,2.0
2009-07-01,PL,101.6,-0.1,-0.5
2009-07-01,PT,93.6,0.2,-5.5
2009-08-01,AT,88.9,0.2,-1.2
2009-08-01,ES,95.3,0.5,-1.5
2009-08-01,FI,91.1,0.0,-2.0
2009-08-01,IE,96.8,0.0,-10.1
2009-08-01,LT,87.9,0.6,-18.2
2009-08-01,NL,93.1,0.0,-1.2
2009-08-01,NO,83.4,0.6,2.1
2009-08-01,PL,101.7,0.1,-0.6
2009-08-01,PT,93.7,0.1,-4.7
2009-09-01,AT,89.3,0.4,-0.4
2009-09-01,ES,95.3,0.0,-1.2
2009-09-01,FI,90.8,-0.3,-2.3
2009-09-01,IE,96.9,0.1,-9.6
2009-09-01,LT,87.1,-0.9,-17.7
2009-09-01,NL,93.2,0.1,-0.9
2009-09-01,NO,83.7,0.4,2.4
2009-09-01,PL,101.6,-0.1,-0.9
2009-09-01,PT,93.6,-0.1,-3.2
2009-10-01,AT,89.3,0.0,0.8
2009-10-01,ES,95.3,0.0,0.5
2009-10-01,FI,91.0,0.2,-2.4
2009-10-01,IE,97.0,0.1,-9.1
2009-10-01,LT,85.6,-1.7,-16.6
2009-10-01,NL,92.4,-0.9,-1.5
2009-10-01,NO,83.9,0.2,2.1
2009-10-01,PL,101.5,-0.1,-1.2
2009-10-01,PT,94.0,0.4,-2.5
2009-11-01,AT,89.1,-0.2,0.8
2009-11-01,ES,95.1,-0.2,2.0
2009-11-01,FI,90.8,-0.2,-1.8
2009-11-01,IE,97.0,0.0,-9.0
2009-11-01,LT,85.0,-0.7,-16.7
2009-11-01,NL,92.4,0.0,-1.1
2009-11-01,NO,84.0,0.1,1.6
2009-11-01,PL,101.6,0.1,-1.0
2009-11-01,PT,94.0,0.0,-0.9
2009-12-01,AT,89.1,0.0,1.1
2009-12-01,ES,95.1,0.0,-0.2
2009-12-01,FI,90.8,0.0,-1.1
2009-12-01,IE,97.0,0.0,-8.4
2009-12-01,LT,84.6,-0.5,-15.4
2009-12-01,NL,92.4,0.0,-1.1
2009-12-01,NO,84.1,0.1,1.8
2009-12-01,PL,101.6,0.0,-1.0
2009-12-01,PT,93.8,-0.2,-0.4
2010-01-01,AT,89.8,0.8,1.0
2010-01-01,ES,95.5,0.4,0.3
2010-01-01,FI,91.3,0.6,-0.3
2010-01-01,IE,97.6,0.6,-6.6
2010-01-01,LT,83.5,-1.3,-15.1
2010-01-01,NL,92.9,0.5,-1.3
2010-01-01,NO,84.2,0.1,1.9
2010-01-01,PL,101.3,-0.3,-1.2
2010-01-01,PT,93.5,-0.3,0.1
2010-02-01,AT,90.1,0.3,2.0
2010-02-01,ES,95.5,0.0,0.1
2010-02-01,FI,91.2,-0.1,-0.3
2010-02-01,IE,97.8,0.2,-5.8
2010-02-01,LT,83.8,0.4,-11.0
2010-02-01,NL,92.9,0.0,-1.4
2010-02-01,NO,84.7,0.6,2.4
2010-02-01,PL,101.4,0.1,-0.9
2010-02-01,PT,93.6,0.1,0.6
2010-03-01,AT,90.4,0.3,3.0
2010-03-01,ES,96.0,0.5,1.4
2010-03-01,FI,91.4,0.2,-0.5
2010-03-01,IE,98.1,0.3,-3.7
2010-03-01,LT,83.6,-0.2,-9.0
2010-03-01,NL,93.3,0.4,-0.9
2010-03-01,NO,85.0,0.4,2.8
2010-03-01,PL,101.6,0.2,-0.5
2010-03-01,PT,93.9,0.3,1.6
2010-04-01,AT,91.4,1.1,4.5
2010-04-01,ES,97.8,1.9,2.8
2010-04-01,FI,91.6,0.2,0.1
2010-04-01,IE,99.1,1.0,-0.2
2010-04-01,LT,83.8,0.2,-6.8
2010-04-01,NL,93.6,0.3,0.1
2010-04-01,NO,85.5,0.6,3.4
2010-04-01,PL,101.7,0.1,-0.3
2010-04-01,PT,95.1,1.3,2.8
2010-05-01,AT,92.2,0.9,3.8
2010-05-01,ES,98.2,0.4,3.5
2010-05-01,FI,91.8,0.2,0.5
2010-05-01,IE,99.6,0.5,2.6
2010-05-01,LT,84.5,0.8,-5.8
2010-05-01,NL,93.7,0.1,0.2
2010-05-01,NO,85.8,0.4,3.7
2010-05-01,PL,101.9,0.2,0.1
2010-05-01,PT,95.1,0.0,1.9
2010-06-01,AT,92.0,-0.2,3.6
2010-06-01,ES,98.0,-0.2,3.3
2010-06-01,FI,92.1,0.3,1.1
2010-06-01,IE,99.5,-0.1,2.7
2010-06-01,LT,84.9,0.5,-4.1
2010-06-01,NL,93.6,-0.1,0.2
2010-06-01,NO,85.9,0.1,3.7
2010-06-01,PL,101.9,0.0,0.2
2010-06-01,PT,95.1,0.0,1.8
2010-07-01,AT,91.7,-0.3,3.4
2010-07-01,ES,97.4,-0.6,2.7
2010-07-01,FI,92.4,0.3,1.4
2010-07-01,IE,100.0,0.5,3.3
2010-07-01,LT,86.1,1.4,-1.5
2010-07-01,NL,93.7,0.1,0.6
2010-07-01,NO,85.9,0.0,3.6
2010-07-01,PL,101.8,-0.1,0.2
2010-07-01,PT,95.3,0.2,1.8
2010-08-01,AT,91.9,0.2,3.4
2010-08-01,ES,98.0,0.6,2.8
2010-08-01,FI,92.5,0.1,1.5
2010-08-01,IE,100.0,0.0,3.3
2010-08-01,LT,85.9,-0.2,-2.3
2010-08-01,NL,93.8,0.1,0.8
2010-08-01,NO,86.1,0.2,3.2
2010-08-01,PL,101.9,0.1,0.2
2010-08-01,PT,95.3,0.0,1.7
2010-09-01,AT,92.1,0.2,3.1
2010-09-01,ES,98.4,0.4,3.3
2010-09-01,FI,92.7,0.2,2.1
2010-09-01,IE,100.0,0.0,3.2
2010-09-01,LT,86.1,0.2,-1.1
2010-09-01,NL,93.8,0.0,0.6
2010-09-01,NO,86.2,0.1,3.0
2010-09-01,PL,101.8,-0.1,0.2
2010-09-01,PT,95.3,0.0,1.8
2010-10-01,AT,92.1,0.0,3.1
2010-10-01,ES,98.0,-0.4,2.8
2010-10-01,FI,93.0,0.3,2.2
2010-10-01,IE,99.8,-0.2,2.9
2010-10-01,LT,86.0,-0.1,0.5
2010-10-01,NL,93.9,0.1,1.6
2010-10-01,NO,86.6,0.5,3.2
2010-10-01,PL,101.8,0.0,0.3
2010-10-01,PT,95.6,0.3,1.7
2010-11-01,AT,92.1,0.0,3.4
2010-11-01,ES,98.0,0.0,3.0
2010-11-01,FI,92.9,-0.1,2.3
2010-11-01,IE,99.8,0.0,2.9
2010-11-01,LT,85.6,-0.5,0.7
2010-11-01,NL,93.9,0.0,1.6
2010-11-01,NO,87.0,0.5,3.6
2010-11-01,PL,101.8,0.0,0.2
2010-11-01,PT,95.6,0.0,1.7
2010-12-01,AT,92.4,0.3,3.7
2010-12-01,ES,98.9,0.9,4.0
2010-12-01,FI,93.2,0.3,2.6
2010-12-01,IE,100.0,0.2,3.1
2010-12-01,LT,85.0,-0.7,0.5
2010-12-01,NL,94.1,0.2,1.8
2010-12-01,NO,87.1,0.1,3.6
2010-12-01,PL,101.8,0.0,0.2
2010-12-01,PT,95.8,0.2,2.1
2011-01-01,AT,93.0,0.6,3.6
2011-01-01,ES,99.7,0.8,4.4
2011-01-01,FI,93.6,0.4,2.5
2011-01-01,IE,100.1,0.1,2.6
2011-01-01,LT,85.2,0.2,2.0
2011-01-01,NL,94.7,0.6,1.9
2011-01-01,NO,87.6,0.6,4.0
2011-01-01,PL,102.0,0.2,0.7
2011-01-01,PT,96.1,0.3,2.8
2011-02-01,AT,93.4,0.4,3.7
2011-02-01,ES,101.2,1.5,6.0
2011-02-01,FI,93.8,0.2,2.9
2011-02-01,IE,96.6,-3.5,-1.2
2011-02-01,LT,84.9,-0.4,1.3
2011-02-01,NL,94.8,0.1,2.0
2011-02-01,NO,87.8,0.2,3.7
2011-02-01,PL,102.0,0.0,0.6
2011-02-01,PT,95.9,-0.2,2.5
2011-03-01,AT,93.4,0.0,3.3
2011-03-01,ES,101.1,-0.1,5.3
2011-03-01,FI,94.5,0.7,3.4
2011-03-01,IE,96.3,-0.3,-1.8
2011-03-01,LT,84.5,-0.5,1.1
2011-03-01,NL,94.8,0.0,1.6
2011-03-01,NO,88.2,0.5,3.8
2011-03-01,PL,102.2,0.2,0.6
2011-03-01,PT,96.1,0.2,2.3
2011-04-01,AT,93.3,-0.1,2.1
2011-04-01,ES,101.5,0.4,3.8
2011-04-01,FI,94.9,0.4,3.6
2011-04-01,IE,96.4,0.1,-2.7
2011-04-01,LT,87.3,3.3,4.2
2011-04-01,NL,95.3,0.5,1.8
2011-04-01,NO,88.4,0.2,3.4
2011-04-01,PL,102.4,0.2,0.7
2011-04-01,PT,96.1,0.0,1.1
2011-05-01,AT,93.7,0.4,1.6
2011-05-01,ES,101.5,0.0,3.4
2011-05-01,FI,95.4,0.5,3.9
2011-05-01,IE,96.6,0.2,-3.0
2011-05-01,LT,88.1,0.9,4.3
2011-05-01,NL,95.3,0.0,1.7
2011-05-01,NO,88.9,0.6,3.6
2011-05-01,PL,102.8,0.4,0.9
2011-05-01,PT,96.4,0.3,1.4
2011-06-01,AT,93.6,-0.1,1.7
2011-06-01,ES,101.7,0.2,3.8
2011-06-01,FI,95.6,0.2,3.8
2011-06-01,IE,96.7,0.1,-2.8
2011-06-01,LT,89.1,1.1,4.9
2011-06-01,NL,95.4,0.1,1.9
2011-06-01,NO,89.1,0.2,3.7
2011-06-01,PL,102.9,0.1,1.0
2011-06-01,PT,95.9,-0.5,0.8
2011-07-01,AT,93.7,0.1,2.2
2011-07-01,ES,101.8,0.1,4.5
2011-07-01,FI,95.7,0.1,3.6
2011-07-01,IE,96.7,0.0,-3.3
2011-07-01,LT,89.9,0.9,4.4
2011-07-01,NL,95.7,0.3,2.1
2011-07-01,NO,89.1,0.0,3.7
2011-07-01,PL,103.0,0.1,1.2
2011-07-01,PT,96.4,0.5,1.2
2011-08-01,AT,94.0,0.3,2.3
2011-08-01,ES,101.7,-0.1,3.8
2011-08-01,FI,95.8,0.1,3.6
2011-08-01,IE,97.0,0.3,-3.0
2011-08-01,LT,89.6,-0.3,4.3
2011-08-01,NL,95.7,0.0,2.0
2011-08-01,NO,89.2,0.1,3.6
2011-08-01,PL,103.2,0.2,1.3
2011-08-01,PT,96.3,-0.1,1.0
2011-09-01,AT,93.9,-0.1,2.0
2011-09-01,ES,101.6,-0.1,3.3
2011-09-01,FI,96.0,0.2,3.6
2011-09-01,IE,97.1,0.1,-2.9
2011-09-01,LT,89.5,-0.1,3.9
2011-09-01,NL,95.7,0.0,2.0
2011-09-01,NO,89.2,0.0,3.5
2011-09-01,PL,103.3,0.1,1.5
2011-09-01,PT,96.5,0.2,1.3
2011-10-01,AT,93.8,-0.1,1.8
2011-10-01,ES,101.1,-0.5,3.2
2011-10-01,FI,95.7,-0.3,2.9
2011-10-01,IE,97.0,-0.1,-2.8
2011-10-01,LT,90.3,0.9,5.0
2011-10-01,NL,95.7,0.0,1.9
2011-10-01,NO,89.6,0.4,3.5
2011-10-01,PL,103.3,0.0,1.5
2011-10-01,PT,96.6,0.1,1.0
2011-11-01,AT,93.6,-0.2,1.6
2011-11-01,ES,100.8,-0.3,2.9
2011-11-01,FI,96.0,0.3,3.3
2011-11-01,IE,97.1,0.1,-2.7
2011-11-01,LT,89.6,-0.8,4.7
2011-11-01,NL,95.7,0.0,1.9
2011-11-01,NO,90.1,0.6,3.6
2011-11-01,PL,103.5,0.2,1.7
2011-11-01,PT,96.4,-0.2,0.8
2011-12-01,AT,93.7,0.1,1.4
2011-12-01,ES,100.6,-0.2,1.7
2011-12-01,FI,96.0,0.0,3.0
2011-12-01,IE,97.2,0.1,-2.8
2011-12-01,LT,89.3,-0.3,5.1
2011-12-01,NL,95.8,0.1,1.8
2011-12-01,NO,90.2,0.1,3.6
2011-12-01,PL,103.7,0.2,1.9
2011-12-01,PT,96.4,0.0,0.6
2012-01-01,AT,94.6,1.0,1.7
2012-01-01,ES,100.9,0.3,1.2
2012-01-01,FI,96.4,0.4,3.0
2012-01-01,IE,97.3,0.1,-2.8
2012-01-01,LT,88.5,-0.9,3.9
2012-01-01,NL,97.1,1.4,2.5
2012-01-01,NO,90.5,0.3,3.3
2012-01-01,PL,103.7,0.0,1.7
2012-01-01,PT,96.8,0.4,0.7
2012-02-01,AT,96.1,1.6,2.9
2012-02-01,ES,101.2,0.3,0.0
2012-02-01,FI,96.7,0.3,3.1
2012-02-01,IE,97.4,0.1,0.8
2012-02-01,LT,88.9,0.5,4.7
2012-02-01,NL,97.3,0.2,2.6
2012-02-01,NO,90.8,0.3,3.4
2012-02-01,PL,103.8,0.1,1.8
2012-02-01,PT,96.3,-0.5,0.4
2012-03-01,AT,94.8,-1.4,1.5
2012-03-01,ES,101.3,0.1,0.2
2012-03-01,FI,97.5,0.8,3.2
2012-03-01,IE,97.6,0.2,1.3
2012-03-01,LT,88.4,-0.6,4.6
2012-03-01,NL,97.4,0.1,2.7
2012-03-01,NO,91.0,0.2,3.2
2012-03-01,PL,103.7,-0.1,1.5
2012-03-01,PT,96.3,0.0,0.2
2012-04-01,AT,94.7,-0.1,1.5
2012-04-01,ES,101.2,-0.1,-0.3
2012-04-01,FI,97.4,-0.1,2.6
2012-04-01,IE,98.0,0.4,1.7
2012-04-01,LT,89.7,1.5,2.7
2012-04-01,NL,97.6,0.2,2.4
2012-04-01,NO,91.3,0.3,3.3
2012-04-01,PL,103.6,-0.1,1.2
2012-04-01,PT,96.6,0.3,0.5
2012-05-01,AT,96.2,1.6,2.7
2012-05-01,ES,101.4,0.2,-0.1
2012-05-01,FI,97.6,0.2,2.3
2012-05-01,IE,98.2,0.2,1.7
2012-05-01,LT,89.9,0.2,2.0
2012-05-01,NL,97.6,0.0,2.4
2012-05-01,NO,91.5,0.2,2.9
2012-05-01,PL,103.5,-0.1,0.7
2012-05-01,PT,96.4,-0.2,0.0
2012-06-01,AT,95.9,-0.3,2.5
2012-06-01,ES,101.5,0.1,-0.2
2012-06-01,FI,97.8,0.2,2.3
2012-06-01,IE,98.2,0.0,1.6
2012-06-01,LT,91.1,1.3,2.2
2012-06-01,NL,97.7,0.1,2.4
2012-06-01,NO,91.6,0.1,2.8
2012-06-01,PL,103.4,-0.1,0.5
2012-06-01,PT,96.7,0.3,0.8
2012-07-01,AT,95.8,-0.1,2.2
2012-07-01,ES,101.0,-0.5,-0.8
